"Id","Model","Price","Age_08_04","Mfg_Month","Mfg_Year","KM","Fuel_Type","HP","Met_Color","Color","Automatic","CC","Doors","Cylinders","Gears","Quarterly_Tax","Weight","Mfr_Guarantee","BOVAG_Guarantee","Guarantee_Period","ABS","Airbag_1","Airbag_2","Airco","Automatic_airco","Boardcomputer","CD_Player","Central_Lock","Powered_Windows","Power_Steering","Radio","Mistlamps","Sport_Model","Backseat_Divider","Metallic_Rim","Radio_cassette","Parking_Assistant","Tow_Bar","Price_Per_KM","High_Mileage","HP_Per_Weight","Price_Tier"
88,"TOYOTA Corolla 2.0 D4D 90 3DR TERRA COMF BNS 2/3-Doors",17950,20,1,2003,66966,"Diesel",90,1,"Blue",0,2000,3,4,5,210,1245,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.268046471343667,"Low",0.072289156626506,"Premium"
89,"TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors",15950,19,2,2003,51884,"Petrol",97,1,"Grey",0,1400,3,4,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.307416544599491,"Low",0.0881818181818182,"Premium"
90,"TOYOTA Corolla 2.0 D4D 110 3DR SOL 2/3-Doors",21950,19,2,2003,50005,"Diesel",110,1,"Grey",0,2000,3,4,5,234,1265,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0.438956104389561,"Low",0.0869565217391304,"Premium"
91,"TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors",16450,20,1,2003,48110,"Petrol",97,1,"Black",0,1400,3,4,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.341924755768032,"Low",0.0881818181818182,"Premium"
92,"TOYOTA Corolla 2.0 D4D 90 3DR SOL BNS 2/3-Doors",22250,20,1,2003,37500,"Diesel",90,1,"Black",0,2000,3,4,5,234,1260,0,1,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0.593333333333333,"Low",0.0714285714285714,"Premium"
93,"TOYOTA Corolla 2.0 D 4D Linea Sol 3 Doors 2/3-Doors",19950,16,5,2003,34472,"Diesel",90,1,"Grey",0,1995,3,4,5,234,1260,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0.578730563935948,"Low",0.0714285714285714,"Premium"
94,"TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors",15950,20,1,2003,33329,"Petrol",97,1,"Grey",0,1400,3,4,5,85,1100,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.478562213087701,"Low",0.0881818181818182,"Premium"
95,"TOYOTA Corolla 1.6 16v VVT-i Linea Sol 2/3-Doors",18900,20,1,2003,31850,"Petrol",110,0,"Black",0,1600,3,4,5,85,1120,0,1,20,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0.593406593406593,"Low",0.0982142857142857,"Premium"
96,"TOYOTA Corolla 2.0 D4D Linea Sol 3 Doors 2/3-Doors",19950,17,4,2003,30351,"Diesel",90,1,"Blue",0,1995,3,4,5,234,1260,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.657309479094593,"Low",0.0714285714285714,"Premium"
97,"TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors",15950,19,2,2003,29435,"Petrol",97,1,"Black",0,1400,3,4,5,85,1100,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.541871921182266,"Low",0.0881818181818182,"Premium"
98,"TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors",15950,19,2,2003,25948,"Petrol",97,1,"Blue",0,1400,3,4,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.614690920302143,"Low",0.0881818181818182,"Premium"
99,"TOYOTA Corolla 1.6 16V VVT I 3DR SOL 2/3-Doors",18750,11,10,2003,24500,"Petrol",110,1,"Blue",0,1600,3,4,5,85,1120,0,0,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0.76530612244898,"Low",0.0982142857142857,"Premium"
100,"TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors",17450,18,3,2003,23902,"Petrol",97,1,"Grey",0,1400,3,4,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0.730064429754832,"Low",0.0881818181818182,"Premium"
101,"TOYOTA Corolla 1.6 16V VVT I 3DR SOL 2/3-Doors",18990,20,1,2003,23175,"Petrol",110,1,"Grey",0,1600,3,4,5,85,1120,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0.819417475728155,"Low",0.0982142857142857,"Premium"
102,"TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors",16250,19,2,2003,19200,"Petrol",97,1,"Blue",0,1400,3,4,5,85,1100,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0.846354166666667,"Low",0.0881818181818182,"Premium"
103,"TOYOTA Corolla 1.4 VVT-i Sol 2/3-Doors",18500,13,8,2003,18000,"Petrol",71,0,"Grey",0,1400,3,4,5,85,1125,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1.02777777777778,"Low",0.0631111111111111,"Premium"
104,"TOYOTA Corolla 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors",18500,11,10,2003,16123,"Petrol",110,1,"Grey",0,1600,3,4,5,85,1105,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1.1474291384978,"Low",0.0995475113122172,"Premium"
105,"TOYOTA Corolla 1.6 16V VVT I 3DR TERRA COMF AUT 2/3-Doors",19450,11,10,2003,14635,"Petrol",110,1,"Blue",1,1600,3,4,5,100,1155,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1.32900580799453,"Low",0.0952380952380952,"Premium"
106,"TOYOTA Corolla 1.4 16V VVT I 3DR TERRA COMFORT 2/3-Doors",16950,19,2,2003,13748,"Petrol",97,1,"Green",0,1400,3,4,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1.23290660459703,"Low",0.0881818181818182,"Premium"
107,"TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 2/3-Doors",18800,14,7,2003,11500,"Petrol",110,1,"Blue",0,1600,3,4,5,69,1045,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1.63478260869565,"Low",0.105263157894737,"Premium"
108,"TOYOTA Corolla 1.4 16V VVT I 3DR 2/3-Doors",17450,17,4,2003,10000,"Petrol",97,1,"Grey",0,1400,3,4,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1.745,"Low",0.0881818181818182,"Premium"
109,"TOYOTA Corolla 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors",17950,20,1,2003,7187,"Petrol",110,1,"Blue",0,1600,3,4,5,85,1105,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,2.49756504800334,"Low",0.0995475113122172,"Premium"
111,"TOYOTA Corolla VERSO 2.0 D4D SOL (7) BNS MPV",32500,4,5,2004,1,"Diesel",116,0,"Grey",0,2000,5,4,5,283,1480,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,32500,"Low",0.0783783783783784,"Premium"
112,"TOYOTA Corolla VERSO 2.0 D4D SOL (7) MPV",31000,4,5,2004,4000,"Diesel",116,1,"Grey",0,2000,5,4,5,283,1480,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,7.75,"Low",0.0783783783783784,"Premium"
113,"TOYOTA Corolla VERSO 2.0 D4D SOL (7) MPV",31275,4,5,2004,1500,"Diesel",116,1,"Grey",0,2000,5,4,5,283,1480,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,20.85,"Low",0.0783783783783784,"Premium"
114,"TOYOTA Corolla VERSO 2.0 D4D LINEA SOL MPV",24950,8,1,2004,13253,"Diesel",116,1,"Grey",0,2000,5,4,5,234,1320,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1.88259262053875,"Low",0.0878787878787879,"Premium"
115,"TOYOTA Corolla VERSO 2.0 D4D LINEA SOL MPV",24950,8,1,2004,13253,"Diesel",116,1,"Grey",0,2000,5,4,5,234,1320,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1.88259262053875,"Low",0.0878787878787879,"Premium"
116,"TOYOTA Corolla 2.0 D4D 116 5DR LUNA 4/5-Doors",22950,7,2,2004,10000,"Diesel",116,1,"Silver",0,2000,5,4,5,234,1270,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,2.295,"Low",0.0913385826771654,"Premium"
117,"TOYOTA Corolla 2.0 D4D 90 WAGON SOL Stationwagen",24990,8,1,2004,6000,"Diesel",90,1,"Grey",0,2000,5,4,5,234,1280,1,1,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,4.165,"Low",0.0703125,"Premium"
118,"TOYOTA Corolla 2.0 D4D 90 5DR SOL 4/5-Doors",21950,8,1,2004,10841,"Diesel",90,1,"Grey",0,2000,5,4,5,234,1270,0,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2.02472096670049,"Low",0.0708661417322835,"Premium"
119,"TOYOTA Corolla 1.6 16V VVT I 3DR TERRA COMFORT 2/3-Doors",17900,7,2,2004,1,"Petrol",110,1,"Grey",0,1600,3,4,5,85,1105,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,17900,"Low",0.0995475113122172,"Premium"
120,"TOYOTA Corolla 2.0 D4D 90 5DR TERRA COMFORT 4/5-Doors",19250,20,1,2003,63000,"Diesel",90,1,"Blue",0,2000,5,4,5,234,1255,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.305555555555556,"Low",0.0717131474103586,"Premium"
121,"TOYOTA Corolla 2.0 D4D 110 5DR EXEC BNS 4/5-Doors",22250,17,4,2003,57313,"Diesel",110,1,"Blue",0,2000,5,4,5,234,1275,1,1,3,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0.38821907769616,"Low",0.0862745098039216,"Premium"
122,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors",18950,13,8,2003,57037,"Petrol",110,0,"Silver",0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0.332240475480828,"Low",0.0986547085201794,"Premium"
123,"TOYOTA Corolla 2.0 D4D Linea Terra Comfort 4/5-Doors",19950,19,2,2003,51099,"Diesel",90,1,"Silver",0,2000,5,4,5,234,1255,0,0,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0.390418599189808,"Low",0.0717131474103586,"Premium"
124,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA 4/5-Doors",16350,14,7,2003,40010,"Petrol",110,1,"Black",0,1600,5,4,5,85,1115,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0.40864783804049,"Low",0.0986547085201794,"Premium"
125,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",18950,20,1,2003,39115,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0.484468873833568,"Low",0.0973451327433628,"Premium"
126,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",16950,17,4,2003,36012,"Petrol",110,0,"Red",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0.470676441186271,"Low",0.0973451327433628,"Premium"
127,"TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors",21750,16,5,2003,36000,"Petrol",110,1,"Black",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0.604166666666667,"Low",0.0973451327433628,"Premium"
128,"TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors",15950,20,1,2003,36000,"Petrol",110,1,"Blue",0,1600,5,4,5,19,1075,0,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0.443055555555556,"Low",0.102325581395349,"Premium"
129,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",16500,20,1,2003,35000,"Petrol",97,1,"Blue",0,1400,5,4,5,85,1110,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.471428571428571,"Low",0.0873873873873874,"Premium"
130,"TOYOTA Corolla 1.4 16V VVT I 5DR SOL 4/5-Doors",17950,17,4,2003,33740,"Petrol",97,1,"Blue",0,1400,5,4,5,85,1135,0,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0.532009484291642,"Low",0.0854625550660793,"Premium"
131,"TOYOTA Corolla 1.6 vvt-i nw model comfort airco 5drs 4/5-Doors",15850,13,8,2003,33477,"Petrol",110,1,"Black",0,1600,5,4,5,19,1075,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.473459390028975,"Low",0.102325581395349,"Premium"
132,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",16250,20,1,2003,32627,"Petrol",97,1,"Grey",0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.498053759156527,"Low",0.0873873873873874,"Premium"
133,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",15950,20,1,2003,29797,"Petrol",97,1,"Blue",0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.535288787461825,"Low",0.0873873873873874,"Premium"
134,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",16250,19,2,2003,29441,"Petrol",97,1,"Blue",0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.551951360347814,"Low",0.0873873873873874,"Premium"
135,"TOYOTA Corolla 1 6-16v VVT-i Linea Terra Comfort Airco 5drs 4/5-Doors",15950,13,8,2003,29371,"Petrol",110,1,"Black",0,1600,4,4,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.543052671002009,"Low",0.0995475113122172,"Premium"
136,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",16500,20,1,2003,29000,"Petrol",97,0,"Blue",0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0.568965517241379,"Low",0.0873873873873874,"Premium"
137,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",16500,19,2,2003,27821,"Petrol",97,0,"Grey",0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0.593077171920492,"Low",0.0873873873873874,"Premium"
138,"TOYOTA Corolla 1.4 16V VVT I 5DR SOL 4/5-Doors",18450,19,2,2003,27371,"Petrol",97,0,"Black",0,1400,5,4,5,85,1135,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.674071097146615,"Low",0.0854625550660793,"Premium"
139,"TOYOTA Corolla 1.6 terra comfort 5drs airco 4/5-Doors",16250,13,8,2003,25170,"Petrol",110,1,"Black",0,1600,5,4,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.645609852999603,"Low",0.0995475113122172,"Premium"
140,"TOYOTA Corolla Luna 5drs D4D116 PK 4/5-Doors",23000,11,10,2003,25000,"Diesel",116,1,"Grey",0,2000,5,4,5,64,1320,0,0,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0.92,"Low",0.0878787878787879,"Premium"
141,"TOYOTA Corolla 1.6i 16V VVT I SOL + Navigatie 4/5-Doors",19900,20,1,2003,23000,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1130,0,0,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.865217391304348,"Low",0.0973451327433628,"Premium"
142,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",16450,20,1,2003,22588,"Petrol",97,1,"Silver",0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.728262794404108,"Low",0.0873873873873874,"Premium"
143,"TOYOTA Corolla 1.8 VVTL-i T-Sport 3-Drs 4/5-Doors",23950,19,2,2003,21684,"Petrol",192,1,"Silver",0,1800,5,4,5,19,1185,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1.10450101457296,"Low",0.162025316455696,"Premium"
144,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",19950,13,8,2003,21428,"Petrol",110,1,"Black",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0.931024827328729,"Low",0.0973451327433628,"Premium"
145,"TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA COMF 4/5-Doors",18500,16,5,2003,20629,"Petrol",110,1,"Grey",0,1600,4,4,5,85,1090,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.896795772941005,"Low",0.100917431192661,"Premium"
146,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",18950,15,6,2003,20270,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.934879131721756,"Low",0.0973451327433628,"Premium"
147,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA 4/5-Doors",16450,16,5,2003,20105,"Petrol",97,0,"Black",0,1400,5,4,5,85,1110,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0.818204426759513,"Low",0.0873873873873874,"Premium"
148,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMF AUT 4/5-Doors",20500,20,1,2003,20000,"Petrol",110,0,"Blue",1,1600,5,4,5,100,1165,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1.025,"Low",0.0944206008583691,"Premium"
149,"TOYOTA Corolla 1.6 16V VVT I 5DR EXEC BNS 4/5-Doors",24500,13,8,2003,19988,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1.22573544126476,"Low",0.0973451327433628,"Premium"
150,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",19450,19,2,2003,18328,"Petrol",110,0,"Grey",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1.06121780881711,"Low",0.0973451327433628,"Premium"
151,"TOYOTA Corolla 1.6 16V VVT I SEDAN SOL AUT4 4/5-Doors",20950,14,7,2003,17896,"Petrol",110,1,"Silver",1,1600,4,4,5,85,1150,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1.17065265981225,"Low",0.0956521739130435,"Premium"
152,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",17200,20,1,2003,17300,"Petrol",97,1,"Grey",0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.994219653179191,"Low",0.0873873873873874,"Premium"
153,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL BNS 4/5-Doors",19950,19,2,2003,17038,"Petrol",110,0,"Black",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1.1709120788825,"Low",0.0973451327433628,"Premium"
154,"TOYOTA Corolla 1.4 16V VVT I 5DR LUNA BNS 4/5-Doors",18450,10,11,2003,13747,"Petrol",97,1,"Black",0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1.34211100603768,"Low",0.0873873873873874,"Premium"
155,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors",19500,12,9,2003,13634,"Petrol",110,1,"Silver",0,1600,5,4,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1.43024790963767,"Low",0.0986547085201794,"Premium"
156,"TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors",21750,13,8,2003,13178,"Petrol",110,1,"Black",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1.65047806950979,"Low",0.0973451327433628,"Premium"
157,"TOYOTA Corolla 1.4 16V VVT I SEDAN TERRA COMF 4/5-Doors",16868,15,6,2003,13157,"Petrol",97,1,"Blue",0,1400,4,4,5,85,1085,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1.28205517975222,"Low",0.0894009216589862,"Premium"
158,"TOYOTA Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors",19500,16,5,2003,13000,"Petrol",110,1,"Grey",0,1600,4,4,5,85,1105,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1.5,"Low",0.0995475113122172,"Premium"
159,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors",18900,11,10,2003,12500,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1.512,"Low",0.0986547085201794,"Premium"
160,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",19750,17,4,2003,11999,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1.64597049754146,"Low",0.0973451327433628,"Premium"
161,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL AUT4 4/5-Doors",19750,16,5,2003,11754,"Petrol",110,0,"Grey",1,1600,5,4,5,100,1180,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1.68027905393908,"Low",0.0932203389830508,"Premium"
162,"TOYOTA Corolla 1.6 16V VVT I SEDAN SOL 4/5-Doors",18950,16,5,2003,11000,"Petrol",110,1,"Blue",0,1600,4,4,5,85,1105,1,1,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1.72272727272727,"Low",0.0995475113122172,"Premium"
163,"TOYOTA Corolla 1.6 16v VVTi Linea Sol 4/5-Doors",20750,17,4,2003,10000,"Petrol",110,0,"Silver",0,1598,5,4,5,85,1105,0,1,12,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,2.075,"Low",0.0995475113122172,"Premium"
164,"TOYOTA Corolla 1.6 16V VVT I 5DR TERRA COMFORT 4/5-Doors",19600,9,12,2003,7650,"Petrol",110,1,"Silver",0,1600,5,4,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,2.56209150326797,"Low",0.0986547085201794,"Premium"
165,"TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors",19500,14,7,2003,6500,"Petrol",110,1,"Silver",0,1600,4,4,5,85,1100,0,1,28,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,3,"Low",0.1,"Premium"
166,"TOYOTA Corolla 1.4 16V VVT I 5DR TERRA COMFORT 4/5-Doors",17650,61,10,2003,6155,"Petrol",97,1,"Blue",0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,2.86758732737612,"Low",0.0873873873873874,"Premium"
167,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",19950,14,7,2003,6000,"Petrol",110,0,"Blue",0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,3.325,"Low",0.0973451327433628,"Premium"
168,"TOYOTA Corolla 1.6 16V VVT I 5DR EXEC 4/5-Doors",19950,14,7,2003,5459,"Petrol",110,1,"Grey",0,1600,5,4,5,85,1130,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,3.65451547902546,"Low",0.0973451327433628,"Premium"
169,"TOYOTA Corolla 1.6 16V VVT I SEDAN SOL BNS AUT4 4/5-Doors",20950,14,7,2003,5278,"Petrol",110,1,"Silver",1,1600,4,4,5,85,1150,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,3.96930655551345,"Low",0.0956521739130435,"Premium"
170,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",20500,12,9,2003,5000,"Petrol",110,1,"Black",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,4.1,"Low",0.0973451327433628,"Premium"
171,"TOYOTA Corolla 1.4-16v VVT-i Linea Terra Comfort NIEUW AIRCO 4/5-Doors",17795,9,12,2003,1,"Petrol",98,1,"Silver",0,1400,4,4,5,19,1065,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17795,"Low",0.092018779342723,"Premium"
172,"TOYOTA Corolla 1.6-16v VVT-i Linea Terra Comfort AIRCO NIEUW 5DRS 4/5-Doors",18245,9,12,2003,1,"Petrol",110,1,"Grey",0,1600,5,4,5,19,1075,0,0,36,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,18245,"Low",0.102325581395349,"Premium"
173,"TOYOTA Corolla 1.6-16v VVT-i Executive B.edition 4/5-Doors",23750,8,1,2004,11000,"Petrol",110,1,"Blue",0,1600,5,4,5,85,1130,0,1,24,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,2.15909090909091,"Low",0.0973451327433628,"Premium"
174,"TOYOTA Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors",19500,8,1,2004,10077,"Petrol",97,1,"Black",0,1400,5,4,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1.93509973206311,"Low",0.0873873873873874,"Premium"
175,"TOYOTA Corolla 1.4 16V VVT I 5DR LUNA 4/5-Doors",18950,8,1,2004,10000,"Petrol",97,1,"Grey",0,1400,5,4,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1.895,"Low",0.0873873873873874,"Premium"
176,"TOYOTA Corolla 1.6 16V VVT I 5DR SOL 4/5-Doors",21950,8,1,2004,9788,"Petrol",110,1,"Silver",0,1600,5,4,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,2.24254188802615,"Low",0.0973451327433628,"Premium"
